INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2021,TURMA_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021
Escola Pública,ALUNO-964,2.0,G,Ágata,6.029,0.0,5.4,7.5,6.3,8.3,Não,8.0,5.0
Escola Pública,ALUNO-965,3.0,C,Ametista,7.239,8.8,6.1,7.5,5.0,7.5,Não,8.2,10.0
Escola Pública,ALUNO-966,0.0,K,Quartzo,3.300,8.0,0.0,7.5,0.0,2.5,Não,5.0,5.0
,ALUNO-967,,,,,,,,,,,,
Escola Pública,ALUNO-968,,,,,,,,,,,,
Escola Pública,ALUNO-969,0.0,J,Topázio,8.596,9.5,10.0,7.5,7.7,8.8,Sim,9.9,5.0
Escola Pública,ALUNO-970,,,,,,,,,,,,
,ALUNO-971,,,,,,,,,,,,
Escola Pública,ALUNO-972,0.0,R,Topázio,8.254,9.5,10.0,7.5,6.6,8.1,Sim,9.6,5.0
Escola Pública,ALUNO-973,1.0,N,Ágata,5.933,6.3,7.9,6.3,2.7,6.9,Não,6.8,5.0
,ALUNO-974,,,,,,,,,,,,
,ALUNO-975,,,,,,,,,,,,
,ALUNO-976,,,,,,,,,,,,
Escola Pública,ALUNO-977,1.0,B,Ágata,6.249,9.0,7.1,7.5,5.4,5.8,Não,5.1,5.0
,ALUNO-978,,,,,,,,,,,,
,ALUNO-979,,,,,,,,,,,,
,ALUNO-980,,,,,,,,,,,,
,ALUNO-981,,,,,,,,,,,,
,ALUNO-982,,,,,,,,,,,,
Rede Decisão/União,ALUNO-983,3.0,L,Topázio,8.296,7.9,7.5,7.5,7.2,8.5,Sim,9.8,10.0
Escola Pública,ALUNO-984,1.0,G,Quartzo,4.081,9.5,0.4,7.5,1.1,7.2,Não,4.3,5.0
,ALUNO-985,,,,,,,,,,,,
Escola Pública,ALUNO-986,4.0,F,Ágata,6.427,8.8,6.4,1.9,6.3,8.3,Não,7.5,5.0
Escola Pública,ALUNO-987,0.0,L,Ametista,7.965,9.0,8.3,7.5,6.1,7.2,Não,8.6,10.0
,ALUNO-988,,,,,,,,,,,,
Escola Pública,ALUNO-989,2.0,P,Quartzo,5.207,0.0,3.3,7.5,5.8,7.5,Não,6.9,5.0
,ALUNO-990,,,,,,,,,,,,
Escola Pública,ALUNO-991,2.0,N,Ametista,7.107,9.0,5.4,7.5,5.2,7.9,Não,7.7,10.0
Escola Pública,ALUNO-992,,,,,,,,,,,,
Rede Decisão/União,ALUNO-993,5.0,F,Ágata,6.050,5.4,3.6,5.0,6.6,7.0,Não,6.3,10.0
Escola Pública,ALUNO-994,2.0,H,Ametista,7.604,9.5,7.5,7.5,7.4,7.5,Não,8.3,5.0
Escola Pública,ALUNO-995,1.0,F,Ágata,5.751,8.0,5.8,7.5,0.9,7.7,Não,7.9,5.0
Rede Decisão/União,ALUNO-996,2.0,G,Ametista,6.892,9.0,5.8,7.5,5.6,7.3,Não,6.2,10.0
Escola Pública,ALUNO-997,2.0,A,Topázio,8.767,8.5,10.0,5.0,8.6,7.9,Sim,9.5,10.0
,ALUNO-998,,,,,,,,,,,,
Rede Decisão/União,ALUNO-999,3.0,G,Ágata,6.858,7.9,6.1,4.4,6.4,6.9,Não,7.2,10.0
,ALUNO-1000,,,,,,,,,,,,
Escola Pública,ALUNO-1001,0.0,K,Topázio,8.931,9.5,10.0,7.5,6.9,8.4,Sim,10.0,10.0
Escola Pública,ALUNO-1002,3.0,J,Ametista,7.693,8.8,8.3,7.5,7.5,7.7,Não,8.1,5.0
Escola Pública,ALUNO-1003,,,,,,,,,,,,
Escola Pública,ALUNO-1004,0.0,I,Ametista,7.506,10.0,10.0,6.9,6.4,7.8,Não,6.3,5.0
,ALUNO-1005,,,,,,,,,,,,
Escola Pública,ALUNO-1006,,,,,,,,,,,,
Escola Pública,ALUNO-1007,2.0,P,Quartzo,3.752,0.0,1.7,7.5,0.8,7.2,Não,6.5,5.0
,ALUNO-1008,,,,,,,,,,,,
Escola Pública,ALUNO-1009,0.0,S,Ametista,7.400,7.0,10.0,7.5,6.3,2.5,Não,7.2,10.0
Escola Pública,ALUNO-1010,1.0,B,Ametista,7.449,8.0,10.0,7.5,5.2,7.5,Não,8.1,5.0
,ALUNO-1011,,,,,,,,,,,,
Escola Pública,ALUNO-1012,,,,,,,,,,,,
Escola Pública,ALUNO-1013,2.0,M,Ametista,7.292,9.0,7.9,7.5,6.1,8.1,Não,7.7,5.0
Escola Pública,ALUNO-1014,1.0,N,Ametista,7.636,9.0,8.3,7.5,6.3,8.1,Não,8.7,5.0
Escola Pública,ALUNO-1015,3.0,J,Topázio,8.475,9.6,8.9,7.5,6.9,7.9,Sim,9.1,10.0
Escola Pública,ALUNO-1016,2.0,H,Quartzo,4.946,9.0,0.8,7.5,1.1,7.5,Não,8.3,5.0
Rede Decisão/União,ALUNO-1017,3.0,J,Ametista,7.844,8.8,7.2,7.5,5.8,7.9,Sim,9.2,10.0
Escola Pública,ALUNO-1018,,,,,,,,,,,,
Escola Pública,ALUNO-1019,,,,,,,,,,,,
FIAP,ALUNO-1020,,,,,,,,,,,,
Escola Pública,ALUNO-1021,,,,,,,,,,,,
Escola Pública,ALUNO-1022,1.0,F,Ametista,7.219,9.0,9.2,7.5,1.9,7.7,Não,7.9,10.0
Escola Pública,ALUNO-1023,0.0,O,Ametista,7.896,9.0,10.0,7.5,5.8,7.5,Sim,9.2,5.0
Escola Pública,ALUNO-1024,,,,,,,,,,,,
,ALUNO-1025,,,,,,,,,,,,
Escola Pública,ALUNO-1026,3.0,B,Ametista,7.008,9.6,6.1,7.5,5.6,7.1,Não,6.2,10.0
Rede Decisão/União,ALUNO-1027,6.0,C,Ágata,5.672,7.5,3.9,0.0,6.8,7.1,Não,5.4,10.0
Escola Pública,ALUNO-1028,2.0,D,Ametista,6.917,8.4,5.4,7.5,7.1,7.5,Não,7.8,5.0
Escola Pública,ALUNO-1029,2.0,P,Topázio,8.782,9.0,7.9,7.5,8.4,9.2,Sim,9.7,10.0
,ALUNO-1030,,,,,,,,,,,,
Escola Pública,ALUNO-1031,1.0,B,Topázio,8.863,9.5,10.0,7.5,8.1,7.5,Sim,9.0,10.0
Escola Pública,ALUNO-1032,1.0,R,Ametista,7.451,10.0,8.3,7.5,5.1,8.5,Não,8.3,5.0
,ALUNO-1033,,,,,,,,,,,,
Escola Pública,ALUNO-1034,2.0,M,Ametista,7.679,8.0,9.2,7.5,5.8,8.3,Sim,9.0,5.0
Escola Pública,ALUNO-1035,1.0,C,Ametista,7.718,9.5,7.9,6.9,6.0,8.8,Sim,9.6,5.0
Escola Pública,ALUNO-1036,,,,,,,,,,,,
,ALUNO-1037,,,,,,,,,,,,
Escola Pública,ALUNO-1038,4.0,F,Ágata,6.619,8.3,6.1,0.0,6.5,8.0,Não,7.3,10.0
,ALUNO-1039,,,,,,,,,,,,
,ALUNO-1040,,,,,,,,,,,,
Escola Pública,ALUNO-1041,,,,,,,,,,,,
,ALUNO-1042,,,,,,,,,,,,
Escola Pública,ALUNO-1043,0.0,M,Topázio,8.367,9.5,10.0,7.5,6.8,7.5,Não,7.8,10.0
Escola Pública,ALUNO-1044,0.0,L,Topázio,8.250,9.0,10.0,7.5,5.5,7.5,Não,8.8,10.0
,ALUNO-1045,,,,,,,,,,,,
Escola Pública,ALUNO-1046,,,,,,,,,,,,
Escola Pública,ALUNO-1047,,,,,,,,,,,,
,ALUNO-1048,,,,,,,,,,,,
Escola Pública,ALUNO-1049,1.0,R,Ametista,7.457,7.9,8.8,7.5,6.0,8.5,Não,8.1,5.0
Escola Pública,ALUNO-1050,0.0,R,Topázio,8.788,10.0,10.0,7.5,6.9,7.5,Sim,9.5,10.0
Escola Pública,ALUNO-1051,3.0,F,Quartzo,3.599,0.0,1.7,7.5,1.3,6.9,Não,2.9,10.0
,ALUNO-1052,,,,,,,,,,,,
,ALUNO-1053,,,,,,,,,,,,
,ALUNO-1054,,,,,,,,,,,,
Escola Pública,ALUNO-1055,3.0,F,Ágata,6.421,7.5,4.7,5.0,4.7,7.7,Não,7.6,10.0
Escola Pública,ALUNO-1056,,,,,,,,,,,,
Escola Pública,ALUNO-1057,3.0,L,Ametista,7.494,8.3,5.6,7.5,5.8,8.3,Sim,9.0,10.0
,ALUNO-1058,,,,,,,,,,,,
,ALUNO-1059,,,,,,,,,,,,
,ALUNO-1060,,,,,,,,,,,,
Escola Pública,ALUNO-1061,,,,,,,,,,,,
,ALUNO-1062,,,,,,,,,,,,
Escola Pública,ALUNO-1063,0.0,S,Quartzo,4.900,9.5,0.0,7.5,2.3,7.5,Não,7.5,5.0
Escola Pública,ALUNO-1064,0.0,N,Ágata,6.817,10.0,10.0,0.0,6.3,5.0,Não,7.8,5.0
Escola Pública,ALUNO-1065,0.0,R,Ametista,8.000,9.5,10.0,7.5,7.0,7.5,Não,8.3,5.0
Escola Pública,ALUNO-1066,3.0,M,Ágata,6.540,6.7,4.7,7.5,5.8,7.3,Não,6.5,10.0
Escola Pública,ALUNO-1067,1.0,E,Topázio,8.544,9.5,10.0,7.5,8.1,8.8,Sim,9.2,5.0
Escola Pública,ALUNO-1068,6.0,A,Ametista,7.501,9.2,8.6,7.5,6.8,8.1,Não,7.2,5.0
,ALUNO-1069,,,,,,,,,,,,
Escola Pública,ALUNO-1070,1.0,E,Ametista,7.758,9.5,9.6,7.5,5.4,8.3,Não,8.7,5.0
Escola Pública,ALUNO-1071,2.0,A,Ametista,7.194,9.5,7.1,7.5,5.7,7.3,Não,8.6,5.0
Escola Pública,ALUNO-1072,3.0,C,Ametista,7.033,9.2,5.3,7.5,4.6,7.5,Não,8.2,10.0
Escola Pública,ALUNO-1073,1.0,B,Ametista,6.914,8.5,8.3,7.5,5.4,7.5,Não,6.6,5.0
,ALUNO-1074,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1075,5.0,A,Ametista,7.859,7.5,7.2,7.5,6.3,7.8,Sim,9.4,10.0
,ALUNO-1076,,,,,,,,,,,,
Escola Pública,ALUNO-1077,,,,,,,,,,,,
Escola Pública,ALUNO-1078,2.0,R,Quartzo,4.450,9.0,1.7,8.1,0.0,7.7,Não,5.7,5.0
Escola Pública,ALUNO-1079,,,,,,,,,,,,
,ALUNO-1080,,,,,,,,,,,,
Escola Pública,ALUNO-1081,,,,,,,,,,,,
,ALUNO-1082,,,,,,,,,,,,
Escola Pública,ALUNO-1083,2.0,E,Quartzo,3.498,0.0,2.9,5.0,0.0,7.8,Não,5.7,5.0
Escola Pública,ALUNO-1084,1.0,F,Ametista,7.954,8.0,9.6,6.9,5.6,7.9,Não,8.2,10.0
Escola Pública,ALUNO-1085,4.0,L,Ágata,6.234,8.8,7.5,7.5,3.9,7.3,Não,5.5,5.0
Escola Pública,ALUNO-1086,0.0,O,Ametista,7.746,7.9,10.0,7.5,6.2,7.5,Não,8.6,5.0
Escola Pública,ALUNO-1087,2.0,M,Ametista,7.329,8.5,8.8,7.5,5.0,8.1,Não,8.3,5.0
Escola Pública,ALUNO-1088,,,,,,,,,,,,
Escola Pública,ALUNO-1089,1.0,G,Ágata,5.653,9.0,2.9,7.5,3.6,7.5,Não,7.2,5.0
Escola Pública,ALUNO-1090,1.0,M,Ametista,7.179,8.5,8.8,7.5,3.7,7.9,Sim,9.0,5.0
,ALUNO-1091,,,,,,,,,,,,
Escola Pública,ALUNO-1092,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1093,6.0,A,Ametista,7.225,7.9,7.2,7.5,5.4,8.0,Não,6.8,10.0
Escola Pública,ALUNO-1094,,,,,,,,,,,,
Escola Pública,ALUNO-1095,1.0,C,Topázio,9.294,10.0,9.2,8.1,8.9,9.2,Sim,9.7,10.0
Rede Decisão,ALUNO-1096,3.0,B,Topázio,8.814,10.0,8.9,7.5,7.5,8.3,Sim,9.7,10.0
Rede Decisão/União,ALUNO-1097,,,,,,,,,,,,
Escola Pública,ALUNO-1098,0.0,L,Topázio,8.313,10.0,10.0,7.5,5.3,7.5,Não,8.8,10.0
Escola Pública,ALUNO-1099,1.0,F,Topázio,8.331,10.0,9.6,6.3,5.9,8.1,Não,8.9,10.0
FIAP,ALUNO-1100,,,,,,,,,,,,
,ALUNO-1101,,,,,,,,,,,,
,ALUNO-1102,,,,,,,,,,,,
Escola Pública,ALUNO-1103,2.0,G,Quartzo,4.000,0.0,2.9,5.6,3.3,6.0,Não,5.5,5.0
Escola Pública,ALUNO-1104,1.0,N,Ametista,6.889,9.5,7.9,7.5,3.6,7.9,Não,7.9,5.0
Escola Pública,ALUNO-1105,2.0,D,Ágata,6.621,9.5,6.3,6.3,5.5,7.3,Não,7.3,5.0
Escola Pública,ALUNO-1106,,,,,,,,,,,,
Escola Pública,ALUNO-1107,2.0,B,Ametista,8.217,10.0,9.6,7.5,8.0,7.5,Não,8.5,5.0
,ALUNO-1108,,,,,,,,,,,,
,ALUNO-1109,,,,,,,,,,,,
Escola Pública,ALUNO-1110,2.0,A,Ágata,6.871,9.0,5.4,7.5,5.1,6.5,Não,7.3,10.0
,ALUNO-1111,,,,,,,,,,,,
Escola Pública,ALUNO-1112,7.0,A,Ametista,7.242,8.3,7.2,6.3,6.5,7.8,Não,6.3,10.0
,ALUNO-1113,,,,,,,,,,,,
Escola Pública,ALUNO-1114,3.0,M,Ágata,6.376,7.5,4.4,7.5,6.5,6.9,Não,5.0,10.0
Escola Pública,ALUNO-1115,1.0,E,Quartzo,3.638,0.0,1.7,6.9,0.4,7.1,Não,6.7,5.0
,ALUNO-1116,,,,,,,,,,,,
Escola Pública,ALUNO-1117,0.0,N,Ametista,7.129,9.5,8.3,0.0,6.8,7.5,Não,7.0,10.0
,ALUNO-1118,,,,,,,,,,,,
Escola Pública,ALUNO-1119,2.0,A,Ametista,7.383,10.0,5.8,7.5,5.6,7.1,Não,8.2,10.0
,ALUNO-1120,,,,,,,,,,,,
,ALUNO-1121,,,,,,,,,,,,
Escola Pública,ALUNO-1122,4.0,L,Ametista,7.906,8.8,5.8,7.5,8.4,7.8,Não,8.3,10.0
Rede Decisão/União,ALUNO-1123,4.0,G,Ametista,7.634,7.5,8.6,6.3,7.5,8.3,Não,8.5,5.0
Escola Pública,ALUNO-1124,4.0,F,Ametista,7.264,7.9,8.6,5.6,6.0,8.1,Não,8.4,5.0
,ALUNO-1125,,,,,,,,,,,,
Escola Pública,ALUNO-1126,3.0,G,Quartzo,5.047,7.1,3.3,7.5,4.0,6.7,Não,4.8,5.0
Escola Pública,ALUNO-1127,3.0,A,Ametista,7.547,9.2,7.8,6.3,5.5,7.9,Não,7.8,10.0
Rede Decisão/União,ALUNO-1128,4.0,F,Ametista,7.961,9.2,8.9,5.0,8.1,8.8,Não,8.9,5.0
Rede Decisão/União,ALUNO-1129,2.0,I,Ametista,7.261,6.8,7.9,6.9,4.6,7.7,Não,8.1,10.0
Escola Pública,ALUNO-1130,2.0,N,Topázio,9.107,10.0,10.0,7.5,9.5,9.8,Sim,9.9,5.0
Escola Pública,ALUNO-1131,3.0,M,Ágata,5.774,7.1,5.6,7.5,4.1,6.9,Não,6.0,5.0
Rede Decisão/União,ALUNO-1132,7.0,A,Ametista,7.584,7.1,8.6,7.5,8.0,8.3,Não,7.4,5.0
Escola Pública,ALUNO-1133,,,,,,,,,,,,
Escola Pública,ALUNO-1134,,,,,,,,,,,,
,ALUNO-1135,,,,,,,,,,,,
Escola Pública,ALUNO-1136,4.0,E,Topázio,8.292,8.8,9.2,7.5,8.2,8.8,Sim,9.1,5.0
UNISA,ALUNO-1137,,,,,,,,,,,,
,ALUNO-1138,,,,,,,,,,,,
Escola Pública,ALUNO-1139,3.0,C,Ágata,6.497,8.8,5.8,7.5,5.0,7.5,Não,7.3,5.0
Escola Pública,ALUNO-1140,5.0,B,Ágata,6.545,7.5,6.1,7.5,5.5,7.8,Não,7.2,5.0
Escola Pública,ALUNO-1141,2.0,P,Ametista,6.969,7.4,5.0,7.5,6.9,8.1,Não,8.9,5.0
Escola Pública,ALUNO-1142,,,,,,,,,,,,
Escola Pública,ALUNO-1143,0.0,O,Ametista,7.154,8.5,10.0,3.8,6.3,7.5,Não,7.1,5.0
,ALUNO-1144,,,,,,,,,,,,
Escola Pública,ALUNO-1145,,,,,,,,,,,,
Escola Pública,ALUNO-1146,3.0,A,Ametista,7.775,9.6,7.2,7.5,6.1,7.5,Não,8.3,10.0
Escola Pública,ALUNO-1147,5.0,L,Ametista,8.181,9.6,8.1,7.5,8.9,8.8,Não,8.6,5.0
Escola Pública,ALUNO-1148,,,,,,,,,,,,
Escola Pública,ALUNO-1149,0.0,P,Ágata,5.825,9.0,4.2,7.5,5.4,5.0,Não,6.3,5.0
Escola Pública,ALUNO-1150,1.0,G,Ametista,7.318,8.0,8.8,7.5,5.8,8.3,Não,7.6,5.0
Escola Pública,ALUNO-1151,3.0,L,Ágata,5.931,0.0,5.3,7.5,7.8,7.9,Não,6.3,5.0
,ALUNO-1152,,,,,,,,,,,,
,ALUNO-1153,,,,,,,,,,,,
,ALUNO-1154,,,,,,,,,,,,
Escola Pública,ALUNO-1155,0.0,R,Topázio,9.048,9.5,10.0,7.5,7.7,8.4,Sim,9.8,10.0
Escola Pública,ALUNO-1156,4.0,A,Ágata,6.730,8.8,5.3,5.6,6.5,7.0,Não,6.2,10.0
Escola Pública,ALUNO-1157,0.0,R,Ametista,7.629,7.5,6.7,7.5,7.1,7.5,Não,8.2,10.0
UNISA,ALUNO-1158,,,,,,,,,,,,
Escola Pública,ALUNO-1159,5.0,L,Ametista,8.014,8.8,8.3,7.5,8.6,8.3,Não,8.4,5.0
Escola Pública,ALUNO-1160,4.0,A,Ametista,7.130,7.9,5.8,7.5,5.8,8.0,Não,7.4,10.0
Escola Pública,ALUNO-1161,3.0,L,Ágata,6.458,7.9,6.1,3.8,6.9,5.8,Não,8.1,5.0
,ALUNO-1162,,,,,,,,,,,,
,ALUNO-1163,,,,,,,,,,,,
Escola Pública,ALUNO-1164,0.0,S,Ágata,6.571,9.0,5.0,7.5,6.2,7.5,Não,7.2,5.0
Escola Pública,ALUNO-1165,3.0,F,Ametista,7.765,7.9,8.6,7.5,7.2,7.7,Não,8.9,5.0
Escola Pública,ALUNO-1166,2.0,E,Quartzo,3.979,0.0,2.1,6.9,3.5,5.4,Não,5.7,5.0
Escola Pública,ALUNO-1167,2.0,G,Ágata,6.294,10.0,6.3,7.5,1.8,6.9,Não,6.2,10.0
Escola Pública,ALUNO-1168,1.0,M,Ametista,8.104,9.5,9.6,7.5,6.9,8.1,Sim,9.0,5.0
,ALUNO-1169,,,,,,,,,,,,
Escola Pública,ALUNO-1170,1.0,E,Quartzo,4.275,9.5,1.3,8.1,0.0,7.3,Não,5.2,5.0
Escola Pública,ALUNO-1171,3.0,F,Topázio,9.025,8.8,8.9,6.3,9.2,9.2,Sim,9.9,10.0
Escola Pública,ALUNO-1172,,,,,,,,,,,,
Escola Pública,ALUNO-1173,,,,,,,,,,,,
Escola Pública,ALUNO-1174,6.0,C,Ágata,6.775,8.3,7.2,3.8,6.0,6.7,Não,6.3,10.0
Escola Pública,ALUNO-1175,1.0,J,Ágata,5.915,8.0,6.3,7.5,2.2,8.4,Não,6.7,5.0
Escola Pública,ALUNO-1176,5.0,B,Ametista,8.003,9.2,6.9,8.1,8.5,8.4,Sim,9.3,5.0
,ALUNO-1177,,,,,,,,,,,,
Escola Pública,ALUNO-1178,,,,,,,,,,,,
,ALUNO-1179,,,,,,,,,,,,
,ALUNO-1180,,,,,,,,,,,,
Escola Pública,ALUNO-1181,1.0,F,Ametista,7.961,9.0,9.6,5.6,7.6,8.1,Não,8.7,5.0
Escola Pública,ALUNO-1182,0.0,L,Ametista,7.006,7.4,8.3,7.5,4.4,6.6,Não,6.6,10.0
Escola Pública,ALUNO-1183,1.0,B,Ametista,7.614,8.5,9.2,7.5,6.4,7.5,Não,8.3,5.0
,ALUNO-1184,,,,,,,,,,,,
,ALUNO-1185,,,,,,,,,,,,
,ALUNO-1186,,,,,,,,,,,,
Escola Pública,ALUNO-1187,,,,,,,,,,,,
Escola Pública,ALUNO-1188,,,,,,,,,,,,
UNISA,ALUNO-1189,,,,,,,,,,,,
Escola Pública,ALUNO-1190,2.0,M,Ametista,7.554,8.5,8.8,7.5,6.1,8.1,Não,8.3,5.0
Rede Decisão/União,ALUNO-1191,3.0,A,Quartzo,4.615,7.5,2.5,4.4,1.9,7.1,Não,4.2,10.0
,ALUNO-1192,,,,,,,,,,,,
Escola Pública,ALUNO-1193,,,,,,,,,,,,
,ALUNO-1194,,,,,,,,,,,,
Escola Pública,ALUNO-1195,3.0,B,Topázio,8.322,9.2,8.6,7.5,7.4,7.9,Não,8.3,10.0
Escola Pública,ALUNO-1196,7.0,A,Ametista,7.892,9.2,6.9,7.5,6.1,8.3,Não,9.0,10.0
Rede Decisão/União,ALUNO-1197,7.0,A,Ametista,8.040,8.3,8.3,7.5,7.8,7.8,Não,7.3,10.0
Escola Pública,ALUNO-1198,2.0,J,Quartzo,4.814,9.5,3.3,5.0,2.4,6.7,Não,5.3,5.0
Escola Pública,ALUNO-1199,0.0,S,Ametista,7.025,8.5,8.3,7.5,4.9,7.5,Não,7.7,5.0
Escola Pública,ALUNO-1200,,,,,,,,,,,,
Rede Decisão,ALUNO-1201,7.0,A,Ametista,7.031,7.1,6.1,5.6,6.5,8.1,Não,7.1,10.0
,ALUNO-1202,,,,,,,,,,,,
,ALUNO-1203,,,,,,,,,,,,
Escola Pública,ALUNO-1204,1.0,G,Topázio,8.797,10.0,9.6,7.5,6.9,8.3,Sim,9.6,10.0
Escola Pública,ALUNO-1205,2.0,A,Ametista,8.040,8.5,9.2,7.5,5.5,7.3,Não,8.9,10.0
Escola Pública,ALUNO-1206,0.0,T,Topázio,8.871,8.5,10.0,7.5,7.6,8.1,Sim,9.7,10.0
,ALUNO-1207,,,,,,,,,,,,
,ALUNO-1208,,,,,,,,,,,,
,ALUNO-1209,,,,,,,,,,,,
Escola Pública,ALUNO-1210,0.0,L,Topázio,8.250,8.0,10.0,7.5,6.8,7.5,Não,8.0,10.0
Escola Pública,ALUNO-1211,0.0,L,Ágata,6.748,8.4,6.7,7.5,4.8,6.6,Não,6.1,10.0
Escola Pública,ALUNO-1212,1.0,G,Ágata,5.703,9.0,4.2,6.3,3.3,7.5,Não,7.2,5.0
,ALUNO-1213,,,,,,,,,,,,
Escola Pública,ALUNO-1214,1.0,M,Ametista,7.496,10.0,10.0,7.5,3.0,8.1,Sim,9.2,5.0
Escola Pública,ALUNO-1215,1.0,B,Ametista,7.401,9.5,10.0,2.5,6.3,7.5,Não,8.4,5.0
UNISA,ALUNO-1216,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1217,3.0,A,Ametista,8.181,8.8,8.6,7.5,7.6,9.2,Sim,9.5,5.0
Rede Decisão/União,ALUNO-1218,,,,,,,,,,,,
Escola Pública,ALUNO-1219,5.0,B,Ametista,8.201,7.9,7.5,7.5,7.9,8.6,Não,8.6,10.0
,ALUNO-1220,,,,,,,,,,,,
Escola Pública,ALUNO-1221,2.0,N,Topázio,8.618,9.0,10.0,7.5,8.0,9.8,Sim,9.4,5.0
Rede Decisão/União,ALUNO-1222,,,,,,,,,,,,
Escola Pública,ALUNO-1223,2.0,R,Ágata,6.779,6.8,8.3,8.1,4.7,8.1,Não,6.8,5.0
,ALUNO-1224,,,,,,,,,,,,
Escola Pública,ALUNO-1225,,,,,,,,,,,,
Escola Pública,ALUNO-1226,2.0,R,Ágata,6.621,5.3,8.3,8.1,4.7,8.1,Não,6.8,5.0
,ALUNO-1227,,,,,,,,,,,,
Escola Pública,ALUNO-1228,3.0,L,Quartzo,3.603,0.0,0.6,7.5,3.1,6.3,Não,2.5,10.0
Escola Pública,ALUNO-1229,1.0,J,Ágata,5.588,9.5,5.8,4.4,0.7,8.1,Não,7.9,5.0
Rede Decisão/União,ALUNO-1230,4.0,G,Ametista,7.714,7.1,8.6,6.9,5.8,8.1,Não,8.1,10.0
Escola Pública,ALUNO-1231,2.0,E,Quartzo,4.133,0.0,1.7,6.3,3.1,7.5,Não,6.5,5.0
Escola Pública,ALUNO-1232,2.0,H,Quartzo,2.717,0.0,0.8,7.5,0.9,6.3,Não,2.5,5.0
Rede Decisão,ALUNO-1233,5.0,F,Ametista,7.416,9.6,6.7,5.0,7.8,7.7,Não,6.5,10.0
Escola Pública,ALUNO-1234,0.0,L,Ametista,7.229,8.5,6.7,7.5,5.6,7.5,Não,7.2,10.0
,ALUNO-1235,,,,,,,,,,,,
,ALUNO-1236,,,,,,,,,,,,
Escola Pública,ALUNO-1237,3.0,F,Quartzo,4.372,6.7,2.2,7.5,2.3,7.1,Não,4.2,5.0
Escola Pública,ALUNO-1238,,,,,,,,,,,,
Escola Pública,ALUNO-1239,1.0,R,Ágata,5.574,8.5,5.8,7.5,2.0,7.3,Não,5.9,5.0
Escola Pública,ALUNO-1240,2.0,K,Ametista,6.917,7.4,7.9,7.5,4.3,7.9,Não,8.5,5.0
Escola Pública,ALUNO-1241,,,,,,,,,,,,
Escola Pública,ALUNO-1242,1.0,G,Quartzo,5.507,7.4,4.6,7.5,2.4,8.1,Não,6.6,5.0
,ALUNO-1243,,,,,,,,,,,,
Escola Pública,ALUNO-1244,1.0,B,Ametista,7.389,10.0,8.8,7.5,5.8,7.5,Não,7.4,5.0
,ALUNO-1245,,,,,,,,,,,,
,ALUNO-1246,,,,,,,,,,,,
,ALUNO-1247,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1248,3.0,G,Ágata,6.047,9.2,3.9,5.6,6.5,7.7,Não,6.1,5.0
Rede Decisão/União,ALUNO-1249,,,,,,,,,,,,
Escola Pública,ALUNO-1250,3.0,R,Ágata,6.343,6.7,5.8,6.9,5.8,7.5,Não,7.1,5.0
Escola Pública,ALUNO-1251,3.0,M,Ametista,7.789,8.8,7.2,6.3,8.1,7.5,Não,7.4,10.0
Escola Pública,ALUNO-1252,,,,,,,,,,,,
Escola Pública,ALUNO-1253,,,,,,,,,,,,
Escola Pública,ALUNO-1254,3.0,C,Ametista,7.379,9.2,5.8,7.5,6.8,7.5,Não,7.2,10.0
,ALUNO-1255,,,,,,,,,,,,
Escola Pública,ALUNO-1256,5.0,A,Ágata,6.541,9.2,7.5,7.5,3.6,7.7,Não,6.9,5.0
Escola Pública,ALUNO-1257,,,,,,,,,,,,
,ALUNO-1258,,,,,,,,,,,,
V202,ALUNO-1259,,,,,,,,,,,,
Escola Pública,ALUNO-1260,1.0,C,Ágata,6.163,9.0,5.0,7.5,3.9,7.7,Não,7.3,5.0
Rede Decisão/União,ALUNO-1261,,,,,,,,,,,,
Escola Pública,ALUNO-1262,,,,,,,,,,,,
,ALUNO-1263,,,,,,,,,,,,
Escola Pública,ALUNO-1264,2.0,E,Ágata,6.254,8.0,4.2,8.1,3.1,7.3,Não,7.3,10.0
Escola Pública,ALUNO-1265,,,,,,,,,,,,
Escola Pública,ALUNO-1266,3.0,R,Quartzo,4.817,10.0,3.3,5.6,1.8,6.9,Não,2.8,10.0
,ALUNO-1267,,,,,,,,,,,,
Escola Pública,ALUNO-1268,1.0,A,Ametista,6.978,8.0,7.5,7.5,5.0,7.5,Não,8.4,5.0
,ALUNO-1269,,,,,,,,,,,,
Escola Pública,ALUNO-1270,,,,,,,,,,,,
,ALUNO-1271,,,,,,,,,,,,
,ALUNO-1272,,,,,,,,,,,,
,ALUNO-1273,,,,,,,,,,,,
Escola Pública,ALUNO-1274,,,,,,,,,,,,
Escola Pública,ALUNO-1275,1.0,G,Topázio,8.468,9.5,9.6,7.5,7.8,8.3,Sim,9.8,5.0
,ALUNO-1276,,,,,,,,,,,,
