INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Escola Pública,ALUNO-1061,,,,,,,,,,,,,,,
,ALUNO-1062,5.0,K,6.243.027.512.820.510,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,666.666,7.251.602.564.102.560,5.0,4.25,609.375,Não,583.333,10.0
,ALUNO-1063,0.0,G,5.552.244.923.076.920,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,4.573.717.948.717.940,7.5,4.166.666.666.666.660,4.375,Não,608.333,5.0
,ALUNO-1064,,,,,,,,,,,,,,,
,ALUNO-1065,0.0,L,7.510.987.800.569.800,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,9.002.849.002.849.000,7.5,7.0,5.9375,Não,758.333,5.0
,ALUNO-1066,4.0,L,721.482.645.698.363,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,666.666,8.489.420.062.695.920,7.5,5.522.222.222.222.220,6.875,Não,654.166,10.0
Escola Pública,ALUNO-1067,2.0,J,7.682.753.058.681.180,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.892.921.960.072.590,7.5,4.916.666.666.666.660,6.041.666.666.666.660,Não,8.333.333.333.333.330,10.0
,ALUNO-1068,7.0,A,4.289.168.444.444.440,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.334,3.333.333.333.333.330,6.875,1.022.222.222.222.220,3.75,Não,5.111.116.666.666.660,5.0
,ALUNO-1069,0.0,C,6.864.088.634.920.630,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,6.174.603.174.603.170,5.0,8.0,5.625,Não,783.333,5.0
Escola Pública,ALUNO-1070,1.0,G,5.949.454.421.052.630,Quartzo,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,8.070.175.438.596.490,5.0,4.416.666.666.666.660,4.6875,Não,516.667,5.0
,ALUNO-1071,2.0,B,5.750.265.883.597.880,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,5.417.989.417.989.410,5.625,3.583.333.333.333.330,6.041.666.666.666.660,Não,6.666.663.333.333.330,5.0
Escola Pública,ALUNO-1072,3.0,B,5.371.978.339.181.280,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,958.335,381.578.947.368.421,7.5,4.122.222.222.222.220,609.375,Não,483.333,5.0
,ALUNO-1073,1.0,D,5.334.539.516.483.510,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.249.084.249.084.240,7.5,4.0,6.458.333.333.333.330,Não,6.944.446.666.666.660,5.0
,ALUNO-1074,1.0,C,6.581.946.666.666.660,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,6.25,7.5,5.833.333.333.333.330,6.041.666.666.666.660,Não,7.555.556.666.666.660,5.0
Rede Decisão/União,ALUNO-1075,5.0,K,7.566.015.304.972.800,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.580.419.580.419.580,5.625,6.744.444.444.444.440,796.875,Sim,8.458.337.499.999.990,5.0
,ALUNO-1076,3.0,E,6.116.219.571.428.570,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,7.357.142.857.142.850,7.5,3.75,703.125,Não,5.333.325,5.0
Escola Pública,ALUNO-1077,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1078,2.0,Q,6.511.662.330.532.210,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,7.662.464.985.994.390,7.5,5.583.333.333.333.330,6.458.333.333.333.330,Não,5.833.336.666.666.660,5.0
Escola Pública,ALUNO-1079,,,,,,,,,,,,,,,
,ALUNO-1080,2.0,D,5.411.575.629.629.620,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,750.002,6.481.481.481.481.480,7.5,0.0,6.041.666.666.666.660,Não,7.555.553.333.333.330,5.0
Escola Pública,ALUNO-1081,,,,,,,,,,,,,,,
,ALUNO-1082,1.0,E,6.962.017.015.219.660,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,878.924.174.276.498,5.625,6.0,6.25,Não,7.333.333.333.333.330,5.0
,ALUNO-1083,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1084,1.0,J,6.464.252.763.285.020,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,750.002,8.932.367.149.758.450,7.5,5.0,5.0,Não,5.888.886.666.666.660,5.0
Escola Pública,ALUNO-1085,5.0,L,6.157.779.444.444.440,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,6.25,7.5,4.955.555.555.555.550,6.25,Não,5.833.336.666.666.660,5.0
,ALUNO-1086,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1087,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1088,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1089,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1090,1.0,K,5.179.630.296.296.290,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,5.481.481.481.481.480,7.5,1.0,5.833.333.333.333.330,Não,5.999.993.333.333.330,5.0
,ALUNO-1091,2.0,M,5.519.122.439.955.100,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,4.866.442.199.775.530,7.5,2.25,6.458.333.333.333.330,Não,6.499.993.333.333.330,5.0
Escola Pública,ALUNO-1092,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1093,7.0,A,6.901.589.607.843.130,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,791.667,7.370.098.039.215.680,7.5,4.733.333.333.333.330,828.125,Não,8.055.556.666.666.660,5.0
Escola Pública,ALUNO-1094,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1095,1.0,C,8.902.781.333.333.330,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,9.666.666.666.666.660,7.5,9.916.666.666.666.660,6.25,Não,8.055.563.333.333.330,10.0
,ALUNO-1096,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1097,4.0,A,8.149.929.726.333.540,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916.668,9.691.650.853.889.940,5.625,6.677.777.777.777.770,796.875,Não,8.000.005,10.0
,ALUNO-1098,0.0,A,7.910.991.723.905.720,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,861.952.861.952.862,8.125,9.3,5.3125,Não,816.667,5.0
,ALUNO-1099,2.0,F,7.303.705.925.925.920,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,5.462.962.962.962.960,6.875,7.75,6.458.333.333.333.330,Não,738.889,10.0
FIAP,ALUNO-1100,,,,,,,,,,,,,,,
,ALUNO-1101,1.0,L,6.440.323.564.297.210,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.75,8.111.341.154.819.410,7.5,4.0,6.041.666.666.666.660,Não,7.444.443.333.333.330,5.0
,ALUNO-1102,3.0,E,4.244.980.227.272.720,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.886.363.636.363.630,7.5,0.0,609.375,Não,45.416.625,10.0
Escola Pública,ALUNO-1103,3.0,I,6.011.790.235.258.200,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,7.442.630.898.513.250,5.0,3.277.777.777.777.770,609.375,Não,62.916.575,5.0
,ALUNO-1104,1.0,E,7.131.280.678.842.390,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,7.364.726.727.545.310,7.5,7.083.333.333.333.330,6.25,Não,7.333.333.333.333.330,5.0
Escola Pública,ALUNO-1105,2.0,A,6.787.123.434.343.430,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,8.505.050.505.050.500,4.375,5.083.333.333.333.330,6.041.666.666.666.660,Não,788.889,5.0
Escola Pública,ALUNO-1106,2.0,J,6.555.924.462.189.950,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.015.728.977.616.450,6.25,5.583.333.333.333.330,5.0,Não,655.555,5.0
,ALUNO-1107,3.0,A,5.307.363.354.299.290,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,6.075.009.549.274.250,7.5,2.722.222.222.222.220,7.8125,Não,7.583.335,5.0
,ALUNO-1108,0.0,Y,7.487.918,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,6.999.999.999.999.990,7.5,8.95,5.3125,Não,783.333,5.0
,ALUNO-1109,2.0,K,7.195.372.592.592.590,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,9.296.296.296.296.290,7.5,6.0,6.25,Não,7.055.556.666.666.660,5.0
Escola Pública,ALUNO-1110,2.0,D,6.605.761.359.666.910,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000.020.000.000.000,6.966.300.131.667.910,7.5,4.583.333.333.333.330,6.458.333.333.333.330,Não,7.499.996.666.666.660,5.0
,ALUNO-1111,0.0,V,7.874.720.643.467.640,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.217.338.217.338.210,7.5,7.75,5.3125,Não,7.500.005,10.0
Escola Pública,ALUNO-1112,,,,,,,,,,,,,,,
,ALUNO-1113,7.0,D,7.535.415,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,708.333,10.0,6.25,7.75,7.1875,Não,716.666,5.0
,ALUNO-1114,,,,,,,,,,,,,,,
,ALUNO-1115,,,,,,,,,,,,,,,
,ALUNO-1116,1.0,A,7.576.481.298.701.290,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.916.679.999.999.990,816.017.316.017.316,7.5,7.666.666.666.666.660,6.25,Sim,8.722.226.666.666.660,5.0
,ALUNO-1117,0.0,G,6.730.834.666.666.660,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000.020.000.000.000,5.925.000.000.000.000,7.5,7.583.333.333.333.330,5.625,Não,708.333,5.0
,ALUNO-1118,3.0,B,71.010.415,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.334,8.75,7.5,5.0,734.375,Não,51.666.625,10.0
Escola Pública,ALUNO-1119,,,,,,,,,,,,,,,
,ALUNO-1120,1.0,N,8.063.890.666.666.660,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,9.166.666.666.666.660,7.5,7.25,6.25,Não,7.277.776.666.666.660,10.0
,ALUNO-1121,0.0,N,7.484.593.745.480.250,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,8.422.963.727.401.290,7.5,6.0,5.0,Não,6.999.995,10.0
,ALUNO-1122,5.0,K,871.196.797.863.248,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.615.384.615.384.610,7.5,8.777.777.777.777.770,7.5,Sim,8.500.007.499.999.990,10.0
Rede Decisão/União,ALUNO-1123,4.0,P,7.815.768.210.526.310,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.201.754.385.964.910,6.875,7.866.666.666.666.660,7.8125,Sim,9.25,2.5
,ALUNO-1124,5.0,K,7.498.492.675.990.670,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,708.334,9.213.286.713.286.710,5.625,6.466.666.666.666.660,7.5,Sim,9.208.340.000.000.000,5.0
,ALUNO-1125,1.0,F,6.306.945.444.444.440,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,972.222.222.222.222,5.625,3.25,5.0,Não,5.999.995,5.0
,ALUNO-1126,3.0,G,4.786.323.286.324.780,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,5.799.679.487.179.480,5.625,3.444.444.444.444.440,7.5,Não,56.249.925,5.0
Escola Pública,ALUNO-1127,3.0,A,7.628.620.754.385.960,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,9.736.842.105.263.150,5.0,7.166.666.666.666.660,7.8125,Não,7.333.335,5.0
Rede Decisão/União,ALUNO-1128,5.0,B,828.217.875.925.926,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.056.712.962.962.960,8.75,8.666.666.666.666.660,6.458.333.333.333.330,Sim,94.166.775,5.0
Rede Decisão/União,ALUNO-1129,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1130,3.0,K,8.815.164.203.703.700,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916.668,9.907.407.407.407.400,6.25,9.111.111.111.111.110,828.125,Não,8.208.337.499.999.990,10.0
Escola Pública,ALUNO-1131,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1132,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1133,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1134,,,,,,,,,,,,,,,
,ALUNO-1135,0.0,Y,7.369.327.063.492.060,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.317.460.317.460.310,7.5,09.05,3.125,Não,7.416.665,5.0
Escola Pública,ALUNO-1136,5.0,B,7.367.519.229.847.490,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,708.333,8.088.984.204.793.020,8.125,7.477.777.777.777.770,5.833.333.333.333.330,Não,82.500.025,5.0
UNISA,ALUNO-1137,,,,,,,,,,,,,,,
,ALUNO-1138,4.0,B,828.325.764.036.921,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,8.683.646.812.957.150,7.5,7.888.888.888.888.880,8.4375,Não,81.250.025,10.0
Escola Pública,ALUNO-1139,,,,,,,,,,,,,,,
,ALUNO-1140,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1141,3.0,D,5.604.466.564.270.150,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,708.333,4.647.331.154.684.090,7.5,6.166.666.666.666.660,5.0,Não,491.667,5.0
Escola Pública,ALUNO-1142,,,,,,,,,,,,,,,
,ALUNO-1143,,,,,,,,,,,,,,,
,ALUNO-1144,0.0,M,6.921.727.523.809.520,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,6.785.714.285.714.280,5.0,8.083.333.333.333.330,5.3125,Não,708.333,5.0
Escola Pública,ALUNO-1145,,,,,,,,,,,,,,,
,ALUNO-1146,,,,,,,,,,,,,,,
,ALUNO-1147,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1148,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1149,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1150,1.0,G,7.181.471.298.245.610,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.000.020.000.000.000,8.771.929.824.561.400,5.0,6.416.666.666.666.660,5.9375,Não,8.25,5.0
,ALUNO-1151,4.0,L,6.797.050.461.511.660,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,875.001,7.850.182.863.113.890,5.625,6.744.444.444.444.440,640.625,Não,6.499.995,5.0
,ALUNO-1152,2.0,B,8.143.057.777.777.770,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,1.000.002,9.055.555.555.555.550,7.5,7.0,6.041.666.666.666.660,Não,7.888.890.000.000.000,10.0
,ALUNO-1153,3.0,E,6.050.593.571.428.570,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,791.667,7.357.142.857.142.850,7.5,3.75,6.875,Não,549.999,5.0
,ALUNO-1154,1.0,L,7.216.203.925.925.920,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,783.334,962.962.962.962.963,7.5,6.25,5.625,Não,7.222.219.999.999.990,5.0
,ALUNO-1155,0.0,G,7.973.275.077.441.070,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,950.002,8.053.872.053.872.050,7.5,7.583.333.333.333.330,5.625,Não,791.666,10.0
Escola Pública,ALUNO-1156,4.0,B,5.562.542.284.489.450,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.168.615.866.891.720,7.5,5.555.555.555.555.550,734.375,Não,6.166.665,5.0
,ALUNO-1157,,,,,,,,,,,,,,,
UNISA,ALUNO-1158,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1159,6.0,A,7.875.768.381.520.720,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916.668,900.661.079.649.251,6.875,6.844.444.444.444.440,8.125,Sim,8.944.446.666.666.660,5.0
,ALUNO-1160,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1161,4.0,L,6.775.990.920.062.690,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,833.334,7.333.072.100.313.470,5.625,6.5,671.875,Não,72.083.375,5.0
,ALUNO-1162,0.0,V,7.300.023.367.521.360,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500.020.000.000.000,8.504.273.504.273.500,7.5,7.183.333.333.333.330,5.625,Não,7.5,5.0
,ALUNO-1163,7.0,D,6.944.792.333.333.330,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,958.335,9.166.666.666.666.660,7.5,3.75,703.125,Não,7.249.995,5.0
,ALUNO-1164,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1165,4.0,B,6.926.393.898.268.390,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,666.667,6.449.675.324.675.320,7.5,6.666.666.666.666.660,828.125,Não,77.916.675,5.0
Escola Pública,ALUNO-1166,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1167,2.0,I,7.184.480.244.200.240,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000.020.000.000.000,8.887.667.887.667.880,7.5,3.5,6.458.333.333.333.330,Não,7.555.556.666.666.660,10.0
Escola Pública,ALUNO-1168,1.0,M,7.180.380.522.045.850,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,891.668,827.689.594.356.261,7.5,6.666.666.666.666.660,5.833.333.333.333.330,Não,7.333.333.333.333.330,5.0
,ALUNO-1169,2.0,F,7.502.992.564.102.560,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,641.668,9.487.179.487.179.480,5.0,7.25,6.25,Não,6.944.443.333.333.330,10.0
Escola Pública,ALUNO-1170,1.0,H,6.281.145.375.891.420,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,950.002,6.009.891.879.457.090,7.5,4.75,5.625,Não,6.833.325,5.0
Escola Pública,ALUNO-1171,4.0,F,863.847.438.888.889,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,833.334,9.895.833.333.333.330,5.625,7.911.111.111.111.110,7.8125,Sim,95.000.075,10.0
Escola Pública,ALUNO-1172,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1173,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1174,6.0,A,4.949.617.787.439.610,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,5.366.847.826.086.950,5.0,5.877.777.777.777.770,6.5625,Não,5.222.213.333.333.330,5.0
Escola Pública,ALUNO-1175,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1176,6.0,A,8.523.222.128.427.120,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,916.668,8.940.746.753.246.750,7.5,8.555.555.555.555.550,890.625,Sim,9.833.343.333.333.330,5.0
,ALUNO-1177,1.0,J,7.064.253.429.951.690,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,1.000.002,9.015.700.483.091.780,7.5,4.916.666.666.666.660,5.833.333.333.333.330,Não,7.222.223.333.333.330,5.0
Escola Pública,ALUNO-1178,,,,,,,,,,,,,,,
