INSTITUICAO_ENSINO_ALUNO_2020,NOME,FASE_2022,TURMA_2022,INDE_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022
Escola Pública,ALUNO-989,"2,00",B,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","7,39","7,50","5,91","6,04",Não,"7,16","5,00"
,ALUNO-990,"2,00",L,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","10,00","7,50","2,50","6,45",Não,"7,50","5,00"
Escola Pública,ALUNO-991,"2,00",U,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,28","4,38","5,50","6,25",Não,"7,55","5,00"
Escola Pública,ALUNO-992,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-993,"5,00",F,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","5,40","6,28","5,63","8,80","7,50",Não,"7,30","5,00"
Escola Pública,ALUNO-994,"3,00",G,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","8,24","7,50","5,00","7,50",Não,"6,40","10,00"
,ALUNO-995,"1,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","9,75","6,25","6,50","6,00",Não,"7,41","5,00"
Rede Decisão/União,ALUNO-996,"2,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,17","5,00","7,16","6,25",Não,"7,60","5,00"
Escola Pública,ALUNO-997,"2,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","6,90","9,20","4,38","8,00","6,45",Sim,"8,72","10,00"
,ALUNO-998,"0,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,66","5,63","6,16","6,00",Não,"7,49","10,00"
Rede Decisão/União,ALUNO-999,,,,,,,,,,,,,,,
,ALUNO-1000,"2,00",M,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,09","7,50","2,00","6,45",Não,"6,61","10,00"
,ALUNO-1001,"0,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,45","5,63","8,08","6,00",Não,"7,75","5,00"
Escola Pública,ALUNO-1002,"4,00",H,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,70","7,51","6,88","8,27","7,50",Não,"7,95","5,00"
Escola Pública,ALUNO-1003,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1004,"0,00",L,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,54","7,50","8,66","6,25",Não,"8,30","5,00"
,ALUNO-1005,"1,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,83","4,38","6,50","6,00",Não,"7,20","5,00"
Escola Pública,ALUNO-1006,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1007,,,,,,,,,,,,,,,
,ALUNO-1008,"0,00",R,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","6,64","6,25","6,29","6,00",Não,"7,41","10,00"
,ALUNO-1009,"0,00",E,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","9,81","2,50","8,08","5,93",Não,"8,08","5,00"
Escola Pública,ALUNO-1010,"2,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,29","7,50","4,50","6,04",Não,"7,50","10,00"
,ALUNO-1011,"0,00",U,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,47","7,50","7,83","6,00",Não,"7,50","5,00"
Escola Pública,ALUNO-1012,,,,,,,,,,,,,,,
,ALUNO-1013,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1014,"1,00",M,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,41","7,42","7,50","8,83","6,04",Não,"7,27","5,00"
Escola Pública,ALUNO-1015,"4,00",P,"8,60",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","8,92","9,38","7,26","7,90",Sim,"8,90","10,00"
Escola Pública,ALUNO-1016,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1017,"4,00",L,"7,90",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,90","9,00","5,63","6,88","7,90",Não,"8,08","10,00"
Escola Pública,ALUNO-1018,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1019,,,,,,,,,,,,,,,
FIAP,ALUNO-1020,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1021,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1022,"1,00",J,"7,50",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","9,60","7,50","7,58","6,04",Não,"7,16","5,00"
,ALUNO-1023,"0,00",G,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","7,26","7,50","5,41","6,00",Não,"7,91","5,00"
Escola Pública,ALUNO-1024,,,,,,,,,,,,,,,
,ALUNO-1025,"0,00",G,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","8,92","6,25","9,18","6,00",Não,"7,40","10,00"
,ALUNO-1026,"3,00",B,"5,60",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","4,31","7,50","2,77","7,50",Não,"6,87","5,00"
Rede Decisão/União,ALUNO-1027,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1028,"3,00",B,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","6,66","4,38","7,44","7,50",Não,"5,70","10,00"
Escola Pública,ALUNO-1029,"3,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,70","8,91","7,50","5,77","7,81",Não,"7,90","10,00"
,ALUNO-1030,"2,00",M,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,28","7,50","5,75","6,45",Não,"6,61","5,00"
Escola Pública,ALUNO-1031,"1,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","10,00","7,50","8,83","5,83",Não,"7,50","5,00"
,ALUNO-1032,,,,,,,,,,,,,,,
,ALUNO-1033,"0,00",H,"8,00",Topázio,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","7,32","8,13","9,10","6,00",Não,"8,16","10,00"
Escola Pública,ALUNO-1034,"2,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,49","7,50","6,63","6,04",Não,"7,33","5,00"
Escola Pública,ALUNO-1035,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1036,,,,,,,,,,,,,,,
,ALUNO-1037,"3,00",L,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,30","8,15","6,88","8,00","8,00",Não,"7,79","10,00"
,ALUNO-1038,"5,00",B,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","7,44","7,50","5,77","6,45",Não,"8,00","10,00"
,ALUNO-1039,"0,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,07","7,50","7,00","5,93",Não,"8,10","5,00"
,ALUNO-1040,"3,00",C,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","8,42","7,50","6,16","7,50",Não,"6,90","5,00"
Escola Pública,ALUNO-1041,,,,,,,,,,,,,,,
,ALUNO-1042,"3,00",D,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","4,50","7,50","5,16","7,50",Não,"5,90","5,00"
,ALUNO-1043,,,,,,,,,,,,,,,
,ALUNO-1044,"0,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","8,44","7,50","7,31","6,00",Não,"7,60","5,00"
,ALUNO-1045,"2,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","9,36","7,50","7,41","4,79",Não,"6,83","10,00"
Escola Pública,ALUNO-1046,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1047,,,,,,,,,,,,,,,
,ALUNO-1048,"1,00",C,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","9,70","7,50","4,75","4,16",Não,"5,90","10,00"
,ALUNO-1049,"1,00",M,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,90","7,50","6,25","6,25",Não,"6,77","5,00"
,ALUNO-1050,"0,00",N,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","8,86","7,50","8,25","6,00",Não,"7,75","5,00"
Escola Pública,ALUNO-1051,"3,00",G,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","9,00","5,63","5,83","8,00",Não,"7,40","5,00"
,ALUNO-1052,"2,00",F,"8,10",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","7,95","6,88","8,41","6,66",Não,"7,66","10,00"
,ALUNO-1053,"5,00",B,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","9,41","7,50","9,25","5,83",Não,"7,20","5,00"
,ALUNO-1054,"1,00",P,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","9,33","7,50","6,50","6,04",Não,"6,77","10,00"
,ALUNO-1055,"4,00",F,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","6,70","8,60","5,63","6,27","7,30",Não,"7,50","10,00"
Escola Pública,ALUNO-1056,,,,,,,,,,,,,,,
,ALUNO-1057,"3,00",M,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","6,84","7,50","5,16","7,50",Não,"5,90","5,00"
,ALUNO-1058,"2,00",M,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","8,70","7,50","7,25","6,45",Não,"6,88","10,00"
,ALUNO-1059,"3,00",L,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,90","3,66","7,50","1,83","7,00",Não,"6,30","2,50"
,ALUNO-1060,"3,00",C,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","8,65","7,50","3,50","7,30",Não,"6,80","10,00"
Escola Pública,ALUNO-1061,,,,,,,,,,,,,,,
,ALUNO-1062,"5,00",K,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,70","7,25","5,00","4,25","6,10",Não,"5,80","10,00"
,ALUNO-1063,"0,00",G,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","4,57","7,50","4,16","4,00",Não,"6,10","5,00"
,ALUNO-1064,,,,,,,,,,,,,,,
,ALUNO-1065,"0,00",L,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","9,00","7,50","7,00","5,93",Não,"7,60","5,00"
,ALUNO-1066,"4,00",L,"7,20",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,70","8,48","7,50","5,52","7,00",Não,"6,50","10,00"
Escola Pública,ALUNO-1067,"2,00",J,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,89","7,50","4,91","6,04",Não,"8,33","10,00"
,ALUNO-1068,"7,00",A,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,30","3,33","6,88","1,02","3,75",Não,"5,11","5,00"
,ALUNO-1069,"0,00",C,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","6,17","5,00","8,00","6,00",Não,"7,80","5,00"
Escola Pública,ALUNO-1070,"1,00",G,"5,00",Quartzo,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","8,07","5,00","4,41","4,68",Não,"5,20","5,00"
,ALUNO-1071,"2,00",B,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,50","5,41","5,63","3,58","6,04",Não,"6,66","5,00"
Escola Pública,ALUNO-1072,"3,00",B,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,60","3,81","7,50","4,12","6,10",Não,"4,80","5,00"
,ALUNO-1073,"1,00",D,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","6,24","7,50","4,00","6,45",Não,"6,94","5,00"
,ALUNO-1074,"1,00",C,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,00","6,25","7,50","5,83","6,04",Não,"7,55","5,00"
Rede Decisão/União,ALUNO-1075,"5,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","9,58","5,63","6,74","7,90",Sim,"8,45","5,00"
,ALUNO-1076,"3,00",E,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","7,35","7,50","3,75","7,00",Não,"5,33","5,00"
Escola Pública,ALUNO-1077,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1078,"2,00",Q,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,00","7,66","7,50","5,58","6,45",Não,"5,83","5,00"
Escola Pública,ALUNO-1079,,,,,,,,,,,,,,,
,ALUNO-1080,"2,00",D,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,50","6,48","7,50","0,00","6,04",Não,"7,55","5,00"
Escola Pública,ALUNO-1081,,,,,,,,,,,,,,,
,ALUNO-1082,"1,00",E,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","8,80","5,63","6,00","6,25",Não,"7,33","5,00"
,ALUNO-1083,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1084,"1,00",J,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,50","8,93","7,50","5,00","5,00",Não,"5,88","5,00"
Escola Pública,ALUNO-1085,"5,00",L,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,70","6,25","7,50","4,95","6,25",Não,"5,83","5,00"
,ALUNO-1086,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1087,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1088,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1089,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1090,"1,00",K,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","5,48","7,50","1,00","5,83",Não,"5,99","5,00"
,ALUNO-1091,"2,00",M,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","4,86","7,50","2,25","6,45",Não,"6,49","5,00"
Escola Pública,ALUNO-1092,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1093,"7,00",A,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,90","7,37","7,50","4,73","8,30",Não,"8,05","5,00"
Escola Pública,ALUNO-1094,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1095,"1,00",C,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","1,00","9,66","7,50","9,91","6,25",Não,"8,05","10,00"
,ALUNO-1096,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1097,"4,00",A,"8,00",Topázio,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,10","9,69","5,63","6,67","7,90",Não,"8,00","10,00"
,ALUNO-1098,"0,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","8,50","8,60","8,13","9,30","5,31",Não,"8,20","5,00"
,ALUNO-1099,"2,00",F,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","5,46","6,88","7,75","6,45",Não,"7,40","10,00"
FIAP,ALUNO-1100,,,,,,,,,,,,,,,
,ALUNO-1101,"1,00",L,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","6,75","8,11","7,50","4,00","6,04",Não,"7,44","5,00"
,ALUNO-1102,"3,00",E,"4,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","0,00","4,88","7,50","0,00","6,10",Não,"4,50","10,00"
Escola Pública,ALUNO-1103,"3,00",I,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","1,00","7,44","5,00","3,27","6,10",Não,"6,30","5,00"
,ALUNO-1104,"1,00",E,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","7,36","7,50","7,08","6,25",Não,"7,33","5,00"
Escola Pública,ALUNO-1105,"2,00",A,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","8,50","4,38","5,08","6,04",Não,"7,90","5,00"
Escola Pública,ALUNO-1106,"2,00",J,"6,00",Ágata,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","8,01","6,25","5,58","5,00",Não,"6,60","5,00"
,ALUNO-1107,"3,00",A,"5,00",Quartzo,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","0,00","6,07","7,50","2,72","7,81",Não,"7,58","5,00"
,ALUNO-1108,"0,00",Y,"7,00",Ametista,"Melhorar: Melhorar a sua entrega de lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,50","6,99","7,50","8,95","5,31",Não,"7,80","5,00"
,ALUNO-1109,"2,00",K,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","8,50","9,29","7,50","6,00","6,25",Não,"7,05","5,00"
Escola Pública,ALUNO-1110,"2,00",D,"6,00",Ágata,"Melhorar: Melhorar a sua entrega de lições de casa,","Melhorar: Empenhar-se mais nas aulas e avaliações,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","9,00","6,96","7,50","4,58","6,45",Não,"7,49","5,00"
,ALUNO-1111,"0,00",V,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","9,00","8,21","7,50","7,75","5,31",Não,"7,50","10,00"
Escola Pública,ALUNO-1112,,,,,,,,,,,,,,,
,ALUNO-1113,"7,00",D,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Melhorar: Integrar-se mais aos Princípios Passos Mágicos,","7,10","10,00","6,25","7,75","7,18",Não,"7,20","5,00"
,ALUNO-1114,,,,,,,,,,,,,,,
,ALUNO-1115,,,,,,,,,,,,,,,
,ALUNO-1116,"1,00",A,"7,00",Ametista,"Destaque: A sua boa entrega das lições de casa,","Destaque: As suas boas notas na Passos Mágicos,","Destaque: A sua boa integração aos Princípios Passos Mágicos,","7,91","8,16","7,50","7,66","6,25",Sim,"8,72","5,00"
